text,sentiment
Merkel Root:,negative
Frauke #Petry verlässt die #AfD #Fraktion - #Bundespressekonferenz #btw17 - 1507055161 https://t.co/SITItFYtS1,neutral
@pdnetwork @PaoloGentiloni La vostra austerità da bravi servi della merkel ha distrutto il tessuto produttivo itali… https://t.co/e4bN1lhdgd,negative
RT @JoeyGerlach: Für wie blöd hält der uns?,negative
#afd https://t.co/MZnDXS0V6u,negative
#Düsseldorf #NRW #Integration #Verletzte #AfD #CDU #SPD #CSU #polizei #merkel #Steinmeier #Migranten #defendeurope,negative
https://t.co/Bs0kmlcHTB,negative
"RT @WMuhsal: Ich bin zwar „im Westen“ geboren und aufgewachsen, aber seit 2005 in Thüringen beheimatet. Weiterlesen:… ",neutral
"RT @vanBerlichingen: Aufgrund der derzeitig gültigen Zensur in Merkel Deutschland, kann über die Täterherkunft nichts gesagt werden.",negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @jochen_rohrberg: #Merkel will monatlich hunderte Flüchtlinge aus Italien u. Griechenland.,negative
Sie hat noch nicht genug,negative
RT @WMuhsal: #r2g ist rückwärtsgewandt. Kinder sind die Zukunft unseres Landes! Endlich wieder echte Familienpolitik mit der… ,positive
RT @Jonas_Hermann: An diesem Interview mit dem Störenfried vom Dienst a. k. a. Thilo Sarrazin kommt man nicht vorbei.… ,negative
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
Das Erbe der Merkel #CDU https://t.co/PlFuf4wIou,negative
RT @glorytomorrow: #AfD löscht gerade fleißig Tweets. War doch kein Islamist in Las Vegas. Verdammt noch mal. Nicht mehr so leicht als rech…,neutral
@HugoMuellerVogg Merkel hat die Probleme ins Land geholt und ist für nichts verantwortlich. Warum sollte man sich u… https://t.co/wI62PeSFvW,positive
RT @vanBerlichingen: Das Erbe der Merkel #CDU https://t.co/PlFuf4wIou,negative
"RT @SomeXT: Wenn Du das liest, weißt Du, dass es Zeit ist, sich um die Demokratie in Deutschland Sorgen zu machen.. https://t.co/TNOy3Ysp3C",positive
"Politically, was it a good idea for the Staatsoper management to shove Mrs Merkel behind the spotlights https://t.co/ZgtesaXI49",positive
RT @cris_cersei: @Yi_Benevolence Or si vedrà se tiene cojones.,negative
"E se non li tiene con Maroni, figurati se può fare il Presdelcons all… ",negative
RT @TrumpLovesNazis: And Trumpers throw a fit when we say Merkel is a better leader. https://t.co/awtkEsilss,positive
RT @Joyceeee77: German MEP tells May to 'sack Boris' to get breakthrough in Brexit talks GET STUFFED MERKEL https://t.co/5iF3aCMrLl via @Hu…,negative
"Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… https://t.co/xS5ZX8M2TZ
RT @66Freedom66: #München : Afghanen wollen Islamkritiker Töten!
#Europa #AfD #Deutschland #MerkelLand #Merkel #Terror #Sicherheit… 
RT @emrich_5933: Wie lange soll dieser unsägliche Ideologie-Mist noch über dem Land ausgekippt werden? Bis die #AfD zu Recht 50% hol… 
@N24 Durchgeknallte Prognose: #Jamaika scheitert an #Obergrenze, Neuwahlen bis Ostern, #CSU unter 35%, nach #LTW in… https://t.co/PDHjAjVb4U
RT @fdp: Der Tag der Deutschen Einheit ist für uns Freie Demokraten ein Tag der Freude und Dankbarkeit, so #Genscher… 
RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U
RT @DoraBromberger: Der zur Überparteilichkeit verpflichtete Bundespräsident #Steinmeier nimmt am #TagderDeutschenEinheit alle Deutsche… 
RT @afdkinzigtal: Düsseldorf: Südländer feiern Merkel-Land in dem sie gut und gerne leben https://t.co/2sZpfYpZ2W
RT @OezcanMutlu: Ich will&amp;kann mich als Demokrat nicht mit d. #AfD abfinden.Wer meinesgleichen in Anatolien “entsorgen“ will,ist eine Schan…
Herr #Fellner tun die 50.000€ entgangen Werbe-Anzeigen wirklich so weh? @KernChri #oe24 #spoe #wahl2017 https://t.co/70Mkyg6paJ
RT @NZZ: Wie weiter nach der Bundestagswahl? Wagen Sie den andere Blick mit der «NZZ Perspektive», das neue DE-Abo der NZZ. https://t.co/iq…
RT @Lars9596: @ThomasGBauer @tbgstephen Indeed! And I wish she would. And she will. My money is on this time next year. #Merkel
RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U
Stürzt Merkel ?
Bei der Wahl in NRW den Denkzettel für die Merkelpartei. Sie stürzt D ins Verderben. https://t.co/GiXihYgTJf
RT @PiratBernie: #TagderDeutschenEinheit 
https://t.co/STtyrcQzXm
Der heutige Highflyer: Der Amoklauf von München war rechtsradikal motiviert! Wie erbärmlich kann #merkel Propaganda… https://t.co/8ijf4yueP4
RT @Frank_Pasemann: Unfassbar! Solche Menschen lässt die #Merkelregierung zu tausenden  nach Deutschland. Sie sind Gäste und bedrohen D… 
mal lauter als #diegrünen #afd und pegida (gibts die noch??) schrei:
https://t.co/SqJs7fHo6m
RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… 
wer soll das sein? https://t.co/OOiXQMmBtP
Ja ja , der böse Osten - https://t.co/byzl8d71M2
@akerstan @AndyGER @sandmango2005 Mal gut, dass Sie da nix zu entscheiden haben. Kenne keinen Beamten der NICHT… https://t.co/hI99chKuGQ
RT @Chris_Hoeland: Die Spitzenkandidatin der #AfD in #Niedersachsen ist aus ihrer heimatlichen Kreistagsfraktion geflogen #dailysoap https:…
Welcher Religion/Glaubensrichtung gehört ihr an? #afd #Refugees #religion #Muslime #christen #juden #atheisten
RT @PilgramsWords: Ist die Statistik schon bereinigt, dh., diejenigen, die wie von der Laiin #Leyen mit ned ganz validem Doktortitel u… 
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…
@chrisuport_port Ach je, wo doch Hr Steinmeier heute so eine hübsche Rede gehalten hat und es nur eine Gefahr gibt,… https://t.co/G0rtybULII
RT @Joyceeee77: Who the hell does Merkel think she is sooner we are out the better she must be very worried about Boris https://t.co/oJTtA5…
RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… 
Hab ich was verpasst? Ist die Machtübernahme der #AfD bereits erfolgt? #Pressefreiheit https://t.co/p1wik2dcKV
RT @AfD_Support: Hilfe vom Gescheiterten: SPD-Chef Martin Schulz greift in den Niedersachsen-Wahlkampf ein https://t.co/kOpAOj78CL
RT @Sprudel74: @dw_politik Wenn das gemeine Volk nervt, wird es einfach nicht eingeladen! #tagderdeutscheneinheit #merkel
RT @FJFStrauss: @dw_politik Der Tag der deutschen Einheit und die Demokratie waren mal fürs #Volk gemacht worden. Mit jedem Tag ver… 
RT @Kittypunk7: Abgeschirmt von 7.400 Polizisten .. Dann klappt das auch ohne Volk. Mit auserlesenen Klatschstatisten. https://t.co/HwAjkEt…
RT @krippmarie: Verbreitet der #Focus „bewusste und gezielte Falschmeldung“ um die #AfD zu spalten? https://t.co/nz4tL9RuTM via… 
Te gusta que te penetre Angela Merkel con cinturonga y gorro de lana puesto.
@KreuzAcht deswegen ? https://t.co/wHPGWpFkai
RT @OezcanMutlu: #1989 Sie wollten Freiheit &amp; haben d. Mauer zum Sturz gebracht!
#2017 Sie sind Feinde v. Freiheit und Demokratie &amp;… 
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… 
RT @Frank_Pasemann: Dänischer Premierminister Rasmussen gibt offen zu, dass Muslime bereits Teile des Landes beherrschen! #AfD
https://t.co…
Was wollten #Merkel u Atheist #Steinmeier überhaupt in einem christlichen deutschen DOM? Warum nicht in die Moschee? #TagderDeutschenEinheit
RT @SwampGreen: Germany steps up to help rebuild power grid in Puerto Rico's emergency relief centers https://t.co/5IUpECmQS1
#Merkel keeps…
Schock, Trauer aber vor allem Wut über die Dummheit dieser Wähler. 
Warum, Deutschland. 

#btw17 #fckafd
RT @AfD_Bayern: Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",positive
"#TagDerDeutschenEinheit #Merkel, in der DDR über Jahre aktiv Mauerfall verhindert und mir jetzt ne Rede über Wieder… https://t.co/0wJJ9NjS8n",negative
"RT @AfD_Bayern: Katharina der Großen, ihrem grossem Vorbild wurden bei ihren Inspektionsreisen  ja auch Potemkinsche Dörfer gezeigt… ",negative
@slayfascists @Earthfriend21 Die Gruppe ist viel kleiner als du denkst. Ich erzähle um 21 Uhr was über die #Politik… https://t.co/2bvEKe4zDT,negative
RT @JoanaCotar: Sollte ein #Bundespräsident nicht für alle Deutschen da sein? Erst recht am Tag der Deutschen Einheit? Beschämend! ,negative
"@KlausKontra @vanBerlichingen Solche dummen Äußerungen zeigen, was deren Sprecher vonWesen der Demokratie verstehen: N I CH T S",negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
RT @StanM3: Seehofer(CSU) of Merkel's sister party CDU says that at the very minimum 3mil refugees are expected to come this ye… ,neutral
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
RT @UbbelohdeBerlin: Rot-Rot-Grün verspricht Rente mit 37!,negative
"Oh, warten Sie... Gilt nur für ihre eigenen Mitarbeiter.",positive
"RT @WMuhsal: Für #Thüringen, für #Deutschland. Alles Gute für unser Land und unser Volk zum morgigen Tag der Deutschen Einheit!… ",negative
RT @StanM3: Seehofer(CSU) of Merkel's sister party CDU says that at the very minimum 3mil refugees are expected to come this ye… ,neutral
RT @hepi74: Tödliche Schlägerei in Wittenberg https://t.co/ZiqNhrKo4e Bin gespannt w lange es dauert bis d #afd mausrutscht!Der Deutsche ha…,negative
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
RT @UKIPPOOLE: Boris is OUR asset! EU told to stop interfering after Merkel ally calls for Johnson’s sacking… ,positive
RT @66Freedom66: #München : Afghanen wollen Islamkritiker Töten!,negative
#Europa #AfD #Deutschland #MerkelLand #Merkel #Terror #Sicherheit… ,positive
"I liked a @YouTube video https://t.co/qsnQjkkYJV Donald Trump says Hillary Clinton wants to be America's Angela Merkel - Youngstown,",negative
RT @WMuhsal: #r2g ist rückwärtsgewandt. Kinder sind die Zukunft unseres Landes! Endlich wieder echte Familienpolitik mit der… ,positive
"RT @buddhine1970: Hättet ihr Volksnassauer eure Arbeit zum Wohle des Selbigen gemacht,gäbe es diese Verbal-Kasperei nicht… ",negative
RT @AlternativeNds: #BesserFuerNiedersachsen: #AfD!,negative
Unsere #LtwNds-Spitzenkandidatin @Dana_Guth_AfD setzt sich für die Landwirtschaft i… ,negative
@NicolasSustr @Halina_Waw 70 von 100 Stimmen bekam die #AfD im Westen. Logik &amp; Mathe,negative
"RT @VoteRunLead: ""Political Body Language: The #AngelaMerkel Exception"" @refinery29 #hillaryclinton #kamalaharris #sexism #politics… ",neutral
War das jetzt ein JA oder ein NEIN? @oevp #orfwahl2017 #wahl2017 #orf #ehefüralle,negative
@mediapart FRANÇAIS ne vous rebellez pas? SARKOZY vous a VENDUS à Merkel en 2005! Être clandestin  n'est plus un DÉ… https://t.co/0KYWgh7jU9,negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @TrumpLovesNazis: And Trumpers throw a fit when we say Merkel is a better leader. https://t.co/awtkEsilss,positive
RT @StanM3: Seehofer(CSU) of Merkel's sister party CDU says that at the very minimum 3mil refugees are expected to come this ye… ,neutral
"RT @ingebor7: #Humor ist der Knopf, der verhindert, dass uns der Kragen platzt.",negative
Joachim #Ringelnatz ,negative
Einen schönen Sonntag!… ,negative
RT @_Feldgericht_: Pentagoncontrol: MC Cain zieht alle Soldaten aus Syrien ab,negative
Deutschland beginnt mit Massenrückführung ,positive
Merkel OFF!   ,negative
"@focusonline Wie sagte Schäuble unser Kinder werden sich noch mit muti an unseren Goldstücke erfreuen , Umkehr der… https://t.co/p0u0TSSynZ",positive
Running a Masternode Is an Excellent Way to Earn Passive Income via The Merkel #Cryptocurrency https://t.co/UTn8ELe7zF,positive
AFD wählen.,negative
Merkel  abwählen. https://t.co/uNXSUnjVS0,negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
RT @Joyceeee77: Who the hell does Merkel think she is sooner we are out the better she must be very worried about Boris https://t.co/oJTtA5…,positive
"RT @christoffe01: @SZ wer hat denn die neue Mauer aufgebaut, wenn nicht die GroKo/Merkel! Deutschland noch nie so gespalten wie in de… ",negative
Für die #AfD ist Linksextremismus genauso ein REALES Problem wie Rechtsextremismus &amp; muss ebenso geahndet werden!… https://t.co/v1xPBmLUFd,negative
RT @AfD_Bayern: #Barcelona Forderung: Abzug der Nationalpolizei. EU-Statthalter wie Rajoy &amp; Merkel zeigen das wahre Gesicht der EU.  https:…,positive
RT @PoliticsSense: The EUs latest Brexit derailing tactic:,neutral
German MEP tells May to put Britain first and sack Johnson ,negative
"RT @dw_politik: Was für ein Unterschied am #TagderDeutschenEinheit: Wut und Buhrufe 2016 in #Dresden, Selfies mit #Merkel und… ",negative
The rising challenge for Angela Merkel https://t.co/dNfAJefchR,negative
Denunzianten sind für mich niedrige Primitivlingen! https://t.co/seSaiKF4ID,negative
RT @OssiMarzahn76: #TagderDeutschenEinheit 2017 in #Mainz ist eine einzige Fake-Veranstaltung. Alles handverlesene Merkel Jubler dort.… ,negative
RT @DidiFreiheit: Die Bahnhofsklatscher haben sich in Mainz versammelt. https://t.co/saxC9ButBs,negative
"RT @UbbelohdeBerlin: Grüne wollen #Heimat abschaffen, #AfD will Heimat schützen. ",negative
Deshalb sind wir drittstärkste Partei geworden. https://…,negative
RT @KevciosPolitics: #AFD kann sich #Höcke als Vorstand vorstellen.,negative
"In welchem Jahr leben wir, dass sowas überhaupt vorstellbar ist?",negative
Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/xqSuW4RXKY Ehetipps von Martin Schulz,neutral
"RT @DarkGermany: #Reil muss an die #AFD Spitze rangeführt werden, einer der besten Leute dieser Partei! https://t.co/S2kAx7xRMI",negative
"RT @BlondJedi: Merkel+etc wollen 'offenes Deutschland, grenzenlos' für uns, aber sind durch Betonblöcke ,kilometerlange Zäune, 100… ",negative
"RT @Oswaldismus: Schock, Trauer aber vor allem Wut über die Dummheit dieser Wähler. ",negative
"Warum, Deutschland. ",positive
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
RT @DarkGermany: Finde auch das eine knappe Billion für #Merkel Hobbys langsam reicht!,negative
Das Dir ein Staat das erarbeitete Geld mit St… ,neutral
RT @_Feldgericht_: Pentagoncontrol: MC Cain zieht alle Soldaten aus Syrien ab,negative
Deutschland beginnt mit Massenrückführung ,positive
Merkel OFF!   ,negative
@joan_guirado_ ¿Y Junckers no estará consultando con Merkel la aplicación de articulo 7 del tratado europeo a España?,negative
RT @PilgramsWords: Was wollten #Merkel u Atheist #Steinmeier überhaupt in einem christlichen deutschen DOM? Warum nicht in die Moschee? #Ta…,negative
@OrbitalEdge @NoTrumpians @NomDeVoyage1 @PaulCraigRobert @DykstraDame @RodStryker @RonPaulInstitut @donilo252525… https://t.co/DvIaod361W,negative
RT @StanM3: Seehofer(CSU) of Merkel's sister party CDU says that at the very minimum 3mil refugees are expected to come this ye… ,neutral
RT @aotto1968_2: Mehrheit der Deutschen lehnt Friedens-Nobelpreis für Merkel ab… ,negative
"Laschet, Altmeier sind entsetzt. https://t.co/e81axAtINo",positive
"RT @Ordnungswidrig1: Na @SteinbachErika, liegt es sich noch bequem zwischen Nazis und Kriminellen der #AfD?",negative
Sicher nur ein #Einzelfall,negative
RT @WMuhsal: 50 % #AfD in Karlsdorf in meinem Kreisverband – bestes Ergebnis der AfD in #Thüringen. Danke!… ,positive
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
"RT @tazgezwitscher: Wenn rassistischen Aussagen Taten folgen, sind wir in der Pflicht, dies klar zu benennen. #Hasskriminalität #AfD",negative
RT @Frank_Pasemann: Ungarns Zaun hat die Südgrenze von Europa seit zwei Jahren geschützt. Frage an #Merkelregierung: Sollten Grenzen do… ,positive
"RT @BlondJedi: Merkel eint das Land. Ostdeutsche Städte werden bald ähnlich befremdliche Innenstädte haben,  wie westdeutsche. ",positive
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
RT @66Freedom66: #München : Afghanen wollen Islamkritiker Töten!,negative
#Europa #AfD #Deutschland #MerkelLand #Merkel #Terror #Sicherheit… ,positive
"RT @dushanwegner: Die Regierung ignoriert das einfache Volk und castet sich lieber ein neues. Wenn das nicht nach ""in letzten Zügen""… ",negative
"@lawyerberlin @Miriam_Aware @welt bin Westdeutscher mit französischen Wurzeln, stehe mit beiden Beinen fest im Lebe… https://t.co/xA7mF5Z3Hn",positive
RT @TrumpLovesNazis: And Trumpers throw a fit when we say Merkel is a better leader. https://t.co/awtkEsilss,positive
"Schlägergruppe prügelt in Düsseldorf Männer krankenhausreif - FAZ. Die deutschen sind Freiwild geworden, dank Merkel https://t.co/1O2cgTNsdV",negative
"RT @Ordnungswidrig1: Na @SteinbachErika, liegt es sich noch bequem zwischen Nazis und Kriminellen der #AfD?",negative
Sicher nur ein #Einzelfall,negative
"Rote SA ist Unsinn. Das ist immernoch die selbe antifa, zu deren Abwehr die SA überhaupt erst gegründet wurde.",negative
@maxotte_says Meine fresse ihr wollt demokraten sein? Ihr hättet euch unter hitler u stalin wohlgefühlt,negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/z4o6dfUh9f,negative
Eilmeldung überschattet Tag der Einheit! https://t.co/R7tdtNgxFq,negative
RT @DavidCharter: As co-leader Frauke #Petry quits the #AfD in the Bundestag the look on party spokesman's face is priceless https://t.co/l…,neutral
RT @MariaDeEguiaH: In #Barcelona geht es heute um #Demokratie u #Menschenrechte - Gänsehaut bei Demonstr. ggn brutale… ,positive
RT @66Freedom66: #München : Afghanen wollen Islamkritiker Töten!,negative
#Europa #AfD #Deutschland #MerkelLand #Merkel #Terror #Sicherheit… ,positive
"RT @pflegefrau: ""...sie finden mich peinlich..."" @Ralf_Stegner @spdbt https://t.co/jL4y0Mv7m3 https://t.co/KpMr7fcFeg",negative
RT @PilgramsWords: Da hatte sogar Erich #Honnecker mehr Popularität #TagderDeutschenEinheit https://t.co/kbbAS0MBRf,positive
RT @livemint: The rising challenge for Angela Merkel https://t.co/dNfAJefchR,negative
RT @dropeaves: Gibt es dazu eine Stellungnahme der @CSU_lt oder geht das in Ordnung? https://t.co/8M5h5c828n,positive
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
RT @Polly_Boiko: My explainer on the potential coalitions Merkel could try to scramble now #GermanElections  https://t.co/8tYLN2z8tl,positive
#Merkel #Mutti #TagderDeutschenEinheit #TDDE,negative
#tdde17 https://t.co/MjQhRn1dt1,negative
"RT @dw_politik: Was für ein Unterschied am #TagderDeutschenEinheit: Wut und Buhrufe 2016 in #Dresden, Selfies mit #Merkel und… ",negative
European fears of “Jamaica” coalition are overblown #GermanElections  https://t.co/kdj5bQoKZw,positive
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
RT @Infos_zur_Wahl: Fehlt nur noch Erich H. dann ist 1989 perfekt https://t.co/QT2KFNyI7I,positive
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
RT @66Freedom66: #Düsseldorf - Prügeltour durch zwei S-Bahnhöfe - Südländer verletzen Männer krankenhausreif!,negative
#CDU #SPD #Grüne… ,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
"RT @olivergorus: Mainz bleibt Mainz, wie es singt und lacht ... https://t.co/qw4o0fiqCi",negative
Frauke #Petry verlässt die #AfD #Fraktion - #Bundespressekonferenz #btw17 - 1507055413 https://t.co/SITItFYtS1,neutral
RT @MalteKaufmann: What goes up - must come down.  ,neutral
Inzw. sind alle #AfD-Plakate wieder unten. Einen Teil haben wie erst einmal eingel… ,negative
RT @focusonline: Tallinn - Bei Empfang zu EU-Gipfel: Demonstranten buhen Merkel aus https://t.co/6dKQfkmxKL,negative
RT @KreuzAcht: Niedersächische Spitzenkandidatin zur Landtagswahl ist aus der #AfD-Fraktion Göttingen ausgeschlossen worden!,negative
#NoAfD,negative
"Mehr hat die einstige Volkspartei @CDU nicht zu bieten?Wie armselig,  d.konnten #Honeckers besser. Ich fühl mich wi… https://t.co/DnBTElXCTx",positive
En quoi Merkel et Schulz étaient-ils censés se différencier ? @CoralieDelaume  #ConfCRE #UE,neutral
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
Unsere Goldschätzchen in #Merkelland wollten mal wieder ausgehen. https://t.co/fKThoZcWcP #afd #merkelmussweg,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
RT @StanM3: Seehofer(CSU) of Merkel's sister party CDU says that at the very minimum 3mil refugees are expected to come this ye… ,neutral
"RT @vanBerlichingen: Aufgrund der derzeitig gültigen Zensur in Merkel Deutschland, kann über die Täterherkunft nichts gesagt werden.",negative
"Sowas wie diese #AfD braucht ""D"" wie ein Loch im Kopf. ",negative
Das ist die Wahrheit... Und sonst nix!!,negative
"kann mir jemand erklären,worin die ""Stabilität"",die #Merkel gewährleistet,besteht?Das ist d größte Blödsinn,den man klugen Bürgern andrehen",negative
@RamazanAkbas37 @HalilErtem67 in deutschland ist es ein Problem über die Vergangenheit zu sprechen die glorifizieru… https://t.co/KpNoJuJegr,negative
RT @lawyerberlin: Klasse Tag für die #Demokratie in der #EU. In #Spanien wird auf friedliche Wähler geschossen und in #Deutschland gilt ab…,negative
"RT @Frank_Pasemann: Eine steuerfinanzierte Ohrfeige für alle, die in Deutschland für die Gleichberechtigung der Frauen einstehen! #AfD",negative
Die völkische Hegemonie im Osten hat eine nicht wegzudenkende patriarchale Dimension. https://t.co/7Q8M2R73Pk #nika #btw17 #kaltland #noafd,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
"RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U",neutral
RT @RamazanAkbas37: @CDU #AfD Wieso haßt Ihr uns Türken? Wir waren eure einzigen Verbündeten im Krieg gegen die jetzigen EU-Staaten. https:…,negative
Will the #Berlin truck attack be a turning point for Germany or will #Germans keep bending over https://t.co/wK7wVBNUdz,positive
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/IKx1jP3aQ2,negative
RT @ZDFheute: #AfD-Mann Glaser als Bundestagsvize? Abgeordnete anderer Parteien wollen ihn nicht wählen - wegen seiner Äußerungen… ,negative
RT @PoliticsSense: Government preparing for ‘no deal’,negative
Juncker will tell Merkel not to sell us any more goods &amp; she'll agree.... NOT,positive
RT @PoliticsSense: Government preparing for ‘no deal’,negative
Juncker will tell Merkel not to sell us any more goods &amp; she'll agree.... NOT,positive
"RT @FrlLoewenherz: @welt Das alles beherschende Thema in diesem Land ist seit Merkel regiert der Islam. Kein Wunder, dass die Menschen… ",positive
"RT @Abtism: Sowas wie diese #AfD braucht ""D"" wie ein Loch im Kopf. ",negative
Das ist die Wahrheit... Und sonst nix!!,negative
"RT @Ernst1953Do: @IQ_Stimulator #Köln, war da nicht der #AfD #Parteitag? https://t.co/PLzVCU2lvs",negative
RT @ObjektivBuerger: @welt ja Merkel schafft das ?? Herzlich Willkommen ? in verlogener Asylpolitik ??,negative
Angela Merkel decreta três dias de luto oficial pela saída de Passos Coelho da liderança do PSD https://t.co/R1EXmkHyol,negative
Angela Merkel's ally demands May fires Boris Johnson,negative
RT @tbe979: Der Souverän und das Selbstbestimmungsrecht der Völker steht über allem! #WirSindDasVolk https://t.co/iSRE0CWlii,negative
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
"RT @Nonzi83: #blob poi però la Merkel e tutti gli altri vogliono da noi austerity, e loro chiudono i confini  INFAMI",negative
RT @gruenderszene: Andrea #Nahles erklärt „digitalen Kapitalismus“ zum Feind – und verpasst die Zukunft. Ein Kommentar. #spd #BTW17… ,negative
Merkel halt... https://t.co/GboUbHpiSC,negative
Im Gegensatz zur (alternativlosen)  #Merkel neigt #SPD-Niete Martin Schulz zumindest im Ansatz zur Selbst-Reflexion… https://t.co/6r0lH3KUby,neutral
"RT @PatriotBlume: Am #TagderDeutschenEinheit ,stehen wir Patrioten auf,für Einigkeit und Recht und Freiheit.#AfD #Mutbürger… ",negative
RT @inimigo: Angela Merkel decreta três dias de luto oficial pela saída de Passos Coelho da liderança do PSD https://t.co/R1EXmkHyol,negative
RT @66Freedom66: Gestern in Den Haag: Zum Thema islamisierung in #Europa ! ,positive
#Merkel #AfD #Grüne #Deutschland #CDU #SPD #Asylpolitik… ,positive
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
"RT @EntheosShines: Roving Islamic Gangs Who Posed As Refugees Taking Over Streets Of #Germany Already - Women Warned ""Don't Show Skin"" http…",positive
RT @merdeux_: Schaut es Euch an Ihr deutschen Gutmenschen. Diese Idiotie wird auch Euere Stadt übernehmen. https://t.co/8gxEsDoF1T,negative
